s0,s1,s2a,s2b
0.00243,0.90496,0.04834,0.04427
0.97513,0.01456,0.00959,0.00071
0.39563,0.56869,0.00785,0.02782
0.92865,0.05145,0.01739,0.00252
0.23092,0.66104,0.07570,0.03234
0.96352,0.02402,0.01128,0.00118
0.97467,0.01486,0.00975,0.00073
0.52185,0.41974,0.03788,0.02054
0.45232,0.45296,0.07256,0.02216
0.95749,0.02803,0.01311,0.00137
0.00840,0.94501,0.00036,0.04623
0.00640,0.83929,0.11324,0.04106
0.18658,0.71503,0.06341,0.03498
0.16098,0.74668,0.05581,0.03653
0.52527,0.41619,0.03818,0.02036
0.05353,0.88667,0.01642,0.04338
0.88173,0.06983,0.04502,0.00342
0.56303,0.39950,0.01793,0.01954
0.81929,0.12017,0.05467,0.00588
0.01625,0.93601,0.00195,0.04579
0.84094,0.14053,0.01165,0.00688
0.88380,0.06901,0.04382,0.00338
0.92305,0.06713,0.00653,0.00328
0.51957,0.30110,0.16460,0.01473
0.94826,0.03401,0.01607,0.00166
0.27254,0.66564,0.02925,0.03257
0.81271,0.12302,0.05826,0.00602
0.86346,0.08632,0.04599,0.00422
0.97469,0.01484,0.00974,0.00073
0.81103,0.12527,0.05756,0.00613
0.80634,0.17165,0.01361,0.00840
0.03735,0.88232,0.03716,0.04317
0.03678,0.91092,0.00774,0.04457
0.95850,0.02725,0.01292,0.00133
0.24052,0.68732,0.03853,0.03363
0.95852,0.02723,0.01292,0.00133
0.89033,0.09463,0.01041,0.00463
0.93664,0.04399,0.01722,0.00215
0.95854,0.02721,0.01292,0.00133
0.97463,0.01496,0.00968,0.00073
0.00939,0.93048,0.01461,0.04552
0.97513,0.01456,0.00959,0.00071
0.88250,0.08510,0.02823,0.00416
0.69763,0.28162,0.00698,0.01378
0.97512,0.01457,0.00959,0.00071
0.54837,0.27253,0.16577,0.01333
0.95855,0.02721,0.01292,0.00133
0.91046,0.06702,0.01924,0.00328
0.94498,0.03803,0.01513,0.00186
0.04237,0.89693,0.01683,0.04388
0.87212,0.07630,0.04785,0.00373
0.16392,0.74066,0.05919,0.03624
0.96797,0.01992,0.01114,0.00097
0.00589,0.92420,0.02469,0.04522
0.95780,0.02778,0.01306,0.00136
0.50381,0.43965,0.03503,0.02151
0.50784,0.37395,0.09992,0.01830
0.23245,0.69373,0.03988,0.03394
0.51521,0.42552,0.03845,0.02082
0.83826,0.10249,0.05424,0.00501
0.95862,0.02714,0.01291,0.00133
0.81705,0.12180,0.05519,0.00596
0.47173,0.46800,0.03737,0.02290
0.94683,0.03662,0.01476,0.00179
0.95862,0.02715,0.01291,0.00133
0.29008,0.60246,0.07799,0.02947
0.19083,0.70927,0.06520,0.03470
0.85133,0.13079,0.01148,0.00640
0.98514,0.00752,0.00697,0.00037
0.56515,0.40730,0.00763,0.01993
0.80999,0.12653,0.05730,0.00619
0.95854,0.02721,0.01292,0.00133
0.66913,0.30915,0.00660,0.01512
0.06242,0.81664,0.08099,0.03995
0.75832,0.17328,0.05992,0.00848
0.00162,0.95002,0.00187,0.04648
0.83815,0.12141,0.03450,0.00594
0.05630,0.68404,0.22620,0.03347
0.53499,0.43790,0.00568,0.02142
0.82386,0.11572,0.05476,0.00566
0.76598,0.17317,0.05238,0.00847
0.91197,0.07511,0.00925,0.00367
0.89049,0.09455,0.01034,0.00463
0.16067,0.74447,0.05844,0.03642
0.97513,0.01456,0.00959,0.00071
0.81738,0.12004,0.05670,0.00587
0.97512,0.01457,0.00959,0.00071
0.84899,0.13271,0.01181,0.00649
0.68666,0.26550,0.03485,0.01299
0.95855,0.02721,0.01292,0.00133
0.81715,0.14164,0.03428,0.00693
0.19474,0.75045,0.01810,0.03671
0.29334,0.65845,0.01600,0.03221
0.57169,0.39077,0.01842,0.01912
0.60027,0.34773,0.03499,0.01701
0.58989,0.34068,0.05276,0.01667
0.95855,0.02721,0.01292,0.00133
0.95854,0.02721,0.01292,0.00133
0.85675,0.12524,0.01188,0.00613
0.84995,0.13184,0.01176,0.00645
0.20528,0.74432,0.01399,0.03641
0.04310,0.90928,0.00313,0.04449
0.49782,0.38063,0.10293,0.01862
0.19340,0.71678,0.05476,0.03507
0.54385,0.39957,0.03704,0.01955
0.93458,0.04644,0.01670,0.00227
0.93038,0.04994,0.01724,0.00244
0.03411,0.91492,0.00622,0.04476
0.53503,0.33628,0.11224,0.01645
0.97514,0.01456,0.00959,0.00071
0.05196,0.88772,0.01689,0.04343
0.95851,0.02723,0.01292,0.00133
0.85477,0.10500,0.03510,0.00514
0.81668,0.12039,0.05704,0.00589
0.57769,0.29348,0.11447,0.01436
0.18994,0.73936,0.03453,0.03617
0.20238,0.72880,0.03316,0.03566
0.96975,0.01794,0.01143,0.00088
0.70136,0.22199,0.06579,0.01086
0.94498,0.03803,0.01513,0.00186
0.62667,0.31905,0.03867,0.01561
0.40391,0.56060,0.00806,0.02743
0.56114,0.33005,0.09266,0.01615
0.14930,0.80374,0.00764,0.03932
0.91976,0.06787,0.00905,0.00332
0.93130,0.05128,0.01492,0.00251
0.93640,0.04568,0.01568,0.00223
0.28921,0.66912,0.00893,0.03274
0.48185,0.45835,0.03738,0.02242
0.82186,0.11983,0.05245,0.00586
0.82837,0.11368,0.05239,0.00556
0.95862,0.02714,0.01291,0.00133
0.97475,0.01480,0.00974,0.00072
0.95850,0.02724,0.01292,0.00133
0.82213,0.11679,0.05537,0.00571
0.05985,0.61744,0.29250,0.03021
0.97477,0.01478,0.00973,0.00072
0.97513,0.01456,0.00959,0.00071
0.97476,0.01478,0.00973,0.00072
0.67013,0.28099,0.03514,0.01375
0.91784,0.06972,0.00903,0.00341
0.82053,0.11791,0.05578,0.00577
0.88308,0.06860,0.04497,0.00336
0.46392,0.35489,0.16383,0.01736
0.95851,0.02723,0.01292,0.00133
0.97514,0.01456,0.00959,0.00071
0.86091,0.12152,0.01162,0.00595
0.88256,0.06928,0.04477,0.00339
0.19218,0.75728,0.01349,0.03705
0.95299,0.03249,0.01293,0.00159
0.95853,0.02722,0.01292,0.00133
0.95855,0.02721,0.01292,0.00133
0.73003,0.19418,0.06630,0.00950
0.50608,0.43778,0.03472,0.02142
0.95853,0.02722,0.01292,0.00133
0.53451,0.40949,0.03597,0.02003
0.47330,0.34647,0.16327,0.01695
0.95850,0.02725,0.01292,0.00133
0.10396,0.62339,0.24215,0.03050
0.54015,0.40483,0.03522,0.01981
0.95853,0.02722,0.01292,0.00133
0.87137,0.09318,0.03089,0.00456
0.17645,0.72309,0.06509,0.03538
0.91534,0.07212,0.00901,0.00353
0.04377,0.90852,0.00326,0.04445
0.87682,0.10720,0.01073,0.00524
0.20491,0.75530,0.00284,0.03695
0.92863,0.05146,0.01739,0.00252
0.68048,0.27118,0.03508,0.01327
0.81103,0.12527,0.05756,0.00613
0.58795,0.35761,0.03694,0.01750
0.85534,0.09053,0.04970,0.00443
0.80594,0.12861,0.05916,0.00629
0.06259,0.87521,0.01938,0.04282
0.85602,0.08980,0.04978,0.00439
0.54779,0.42406,0.00740,0.02075
0.85839,0.12396,0.01158,0.00606
0.55290,0.30784,0.12421,0.01506
0.96797,0.01992,0.01114,0.00097
0.85263,0.09214,0.05072,0.00451
0.63350,0.24900,0.10532,0.01218
0.81728,0.12051,0.05631,0.00590
0.66059,0.31708,0.00682,0.01551
0.16020,0.78768,0.01359,0.03854
0.69120,0.28776,0.00696,0.01408
0.82228,0.11676,0.05525,0.00571
0.50079,0.35948,0.12215,0.01759
0.84900,0.13270,0.01181,0.00649
0.87437,0.09065,0.03054,0.00443
0.82915,0.11297,0.05235,0.00553
0.95850,0.02724,0.01292,0.00133
0.87985,0.07109,0.04558,0.00348
0.89066,0.09432,0.01040,0.00461
0.85695,0.12505,0.01188,0.00612
0.17653,0.66196,0.12912,0.03239
0.97467,0.01486,0.00975,0.00073
0.81905,0.11880,0.05634,0.00581
0.71666,0.25572,0.01511,0.01251
0.50632,0.32601,0.15172,0.01595
0.15274,0.79556,0.01278,0.03892
0.03688,0.90365,0.01526,0.04421
0.79632,0.13520,0.06186,0.00661
0.01029,0.94004,0.00367,0.04599
0.08720,0.86853,0.00178,0.04249
0.04426,0.65910,0.26439,0.03225
0.95854,0.02721,0.01292,0.00133
0.94251,0.04215,0.01327,0.00206
0.97513,0.01456,0.00959,0.00071
0.93457,0.04534,0.01787,0.00222
0.94672,0.03656,0.01493,0.00179
0.85980,0.12261,0.01160,0.00600
0.15114,0.63950,0.17807,0.03129
0.95853,0.02722,0.01292,0.00133
0.20582,0.68879,0.07170,0.03370
0.95851,0.02724,0.01292,0.00133
0.95780,0.02778,0.01306,0.00136
0.94173,0.04116,0.01510,0.00201
0.96757,0.02029,0.01115,0.00099
0.27739,0.68263,0.00659,0.03340
0.06003,0.87916,0.01780,0.04301
0.48043,0.34419,0.15854,0.01684
0.40096,0.37377,0.20699,0.01829
0.46912,0.34957,0.16420,0.01710
0.96751,0.02020,0.01130,0.00099
0.95669,0.02899,0.01291,0.00142
0.38775,0.42287,0.16870,0.02069
0.94648,0.03677,0.01496,0.00180
0.85601,0.11217,0.02633,0.00549
0.93469,0.04558,0.01750,0.00223
0.89013,0.09489,0.01034,0.00464
0.95654,0.02890,0.01314,0.00141
0.85529,0.09009,0.05021,0.00441
0.91619,0.07130,0.00902,0.00349
0.86188,0.08637,0.04752,0.00423
0.95854,0.02721,0.01292,0.00133
0.87032,0.07787,0.04800,0.00381
0.06774,0.78566,0.10817,0.03844
0.07848,0.78770,0.09528,0.03854
0.84470,0.13662,0.01200,0.00668
0.95568,0.02909,0.01381,0.00142
0.67303,0.27825,0.03511,0.01361
0.53988,0.40268,0.03774,0.01970
0.95780,0.02778,0.01306,0.00136
0.86396,0.09606,0.03528,0.00470
0.80717,0.12939,0.05711,0.00633
0.53108,0.41113,0.03767,0.02011
0.17543,0.52879,0.26990,0.02587
0.26543,0.64495,0.05807,0.03155
0.61124,0.36127,0.00982,0.01767
0.86216,0.08619,0.04744,0.00422
0.80148,0.17853,0.01126,0.00873
0.67396,0.30321,0.00800,0.01483
0.81905,0.11880,0.05633,0.00581
0.95756,0.02815,0.01291,0.00138
0.19321,0.73803,0.03266,0.03611
0.95855,0.02721,0.01292,0.00133
0.95855,0.02721,0.01292,0.00133
0.30046,0.59541,0.07500,0.02913
0.95855,0.02721,0.01292,0.00133
0.39505,0.54221,0.03621,0.02653
0.96766,0.02021,0.01114,0.00099
0.77764,0.15327,0.06159,0.00750
0.96772,0.02007,0.01122,0.00098
0.80146,0.15717,0.03368,0.00769
0.96352,0.02402,0.01128,0.00118
0.97476,0.01478,0.00973,0.00072
0.04940,0.69948,0.21690,0.03422
0.83491,0.14636,0.01157,0.00716
0.25340,0.66434,0.04976,0.03250
0.88483,0.08365,0.02743,0.00409
0.18154,0.74432,0.03773,0.03641
0.59894,0.34754,0.03651,0.01700
0.17946,0.72134,0.06390,0.03529
0.95862,0.02715,0.01291,0.00133
0.81558,0.12215,0.05629,0.00598
0.80833,0.16983,0.01353,0.00831
0.95775,0.02773,0.01316,0.00136
0.00189,0.94694,0.00484,0.04633
0.95710,0.02825,0.01326,0.00138
0.43318,0.53263,0.00814,0.02606
0.87383,0.11006,0.01072,0.00538
0.85428,0.08771,0.05372,0.00429
0.55177,0.39236,0.03668,0.01920
0.62995,0.25783,0.09961,0.01261
0.89973,0.08659,0.00945,0.00424
0.85836,0.12399,0.01158,0.00607
0.00263,0.94996,0.00094,0.04648
0.95853,0.02723,0.01292,0.00133
0.55657,0.38574,0.03882,0.01887
0.81870,0.11904,0.05644,0.00582
0.83216,0.14870,0.01186,0.00728
0.04985,0.89681,0.00947,0.04387
0.84539,0.09827,0.05153,0.00481
0.96799,0.01990,0.01114,0.00097
0.54157,0.28881,0.15549,0.01413
0.79579,0.18241,0.01288,0.00892
0.41490,0.43694,0.12679,0.02138
0.92745,0.05258,0.01739,0.00257
0.93408,0.04763,0.01596,0.00233
0.95854,0.02721,0.01292,0.00133
0.42108,0.43656,0.12099,0.02136
0.95862,0.02714,0.01291,0.00133
0.53530,0.40936,0.03531,0.02003
0.95854,0.02721,0.01292,0.00133
0.55608,0.38691,0.03808,0.01893
0.95853,0.02722,0.01292,0.00133
0.93028,0.05011,0.01717,0.00245
0.23317,0.72181,0.00970,0.03531
0.95854,0.02721,0.01292,0.00133
0.92744,0.05235,0.01765,0.00256
0.85728,0.12504,0.01156,0.00612
0.81086,0.16731,0.01365,0.00819
0.50145,0.43953,0.03752,0.02150
0.94537,0.03720,0.01560,0.00182
0.97513,0.01456,0.00959,0.00071
0.95853,0.02722,0.01292,0.00133
0.95650,0.02882,0.01327,0.00141
0.54209,0.40141,0.03687,0.01964
0.58448,0.36049,0.03740,0.01764
0.13570,0.81039,0.01426,0.03965
0.85912,0.12326,0.01159,0.00603
0.85688,0.12542,0.01156,0.00614
0.96799,0.01990,0.01114,0.00097
0.95853,0.02722,0.01292,0.00133
0.45566,0.36111,0.16557,0.01767
0.54383,0.39959,0.03703,0.01955
0.03418,0.90738,0.01406,0.04439
0.69853,0.28085,0.00688,0.01374
0.15958,0.78967,0.01211,0.03863
0.85478,0.12681,0.01220,0.00620
0.88492,0.06743,0.04435,0.00330
0.93052,0.04963,0.01742,0.00243
0.69259,0.26119,0.03344,0.01278
0.95684,0.02857,0.01319,0.00140
0.55930,0.41295,0.00754,0.02020
0.18118,0.76818,0.01306,0.03758
0.88290,0.06862,0.04513,0.00336
0.53134,0.41183,0.03669,0.02015
0.86324,0.11889,0.01205,0.00582
0.18717,0.74599,0.03034,0.03650
0.97512,0.01457,0.00959,0.00071
0.00665,0.94011,0.00725,0.04599
0.84370,0.10407,0.04714,0.00509
0.97512,0.01457,0.00959,0.00071
0.81498,0.12150,0.05757,0.00594
0.95855,0.02721,0.01292,0.00133
0.56533,0.40670,0.00807,0.01990
0.97489,0.01480,0.00959,0.00072
0.45194,0.37055,0.15938,0.01813
0.07267,0.87171,0.01297,0.04265
0.95851,0.02723,0.01292,0.00133
0.85707,0.12524,0.01156,0.00613
0.97490,0.01479,0.00959,0.00072
0.80241,0.13095,0.06024,0.00641
0.65632,0.31351,0.01483,0.01534
0.96796,0.01992,0.01114,0.00097
0.77850,0.15283,0.06119,0.00748
0.54421,0.39883,0.03745,0.01951
0.16797,0.59869,0.20405,0.02929
0.02661,0.92536,0.00275,0.04527
0.95854,0.02721,0.01292,0.00133
0.97441,0.01510,0.00974,0.00074
0.55765,0.38800,0.03537,0.01898
0.54352,0.41270,0.02359,0.02019
0.74845,0.18601,0.05644,0.00910
0.05453,0.89262,0.00918,0.04367
0.70394,0.27564,0.00693,0.01349
0.02044,0.93148,0.00251,0.04557
0.02427,0.91995,0.01078,0.04501
0.82367,0.15553,0.01319,0.00761
0.92929,0.05065,0.01758,0.00248
0.88129,0.06998,0.04531,0.00342
0.04237,0.91188,0.00114,0.04461
0.91504,0.07240,0.00902,0.00354
0.01116,0.88373,0.06187,0.04324
0.95726,0.02828,0.01307,0.00138
0.93078,0.04937,0.01744,0.00242
0.95854,0.02721,0.01292,0.00133
0.54876,0.39473,0.03720,0.01931
0.92786,0.05221,0.01738,0.00255
0.95849,0.02726,0.01292,0.00133
0.98514,0.00752,0.00697,0.00037
0.94263,0.04031,0.01509,0.00197
0.95855,0.02721,0.01292,0.00133
0.30211,0.65058,0.01548,0.03183
0.08600,0.85148,0.02087,0.04166
0.91784,0.06972,0.00903,0.00341
0.97513,0.01456,0.00959,0.00071
0.88403,0.06802,0.04462,0.00333
0.95854,0.02721,0.01292,0.00133
0.96743,0.02027,0.01131,0.00099
0.63510,0.33377,0.01480,0.01633
0.81905,0.11880,0.05634,0.00581
0.91564,0.07183,0.00902,0.00351
0.56509,0.40736,0.00762,0.01993
0.85647,0.12583,0.01154,0.00616
0.19946,0.75110,0.01269,0.03675
0.01196,0.89830,0.04579,0.04395
0.56316,0.39936,0.01794,0.01954
0.77391,0.20148,0.01476,0.00986
0.97514,0.01456,0.00959,0.00071
0.04855,0.89641,0.01118,0.04386
0.46753,0.47269,0.03666,0.02313
0.96797,0.01992,0.01114,0.00097
0.82050,0.11794,0.05579,0.00577
0.95855,0.02721,0.01292,0.00133
0.86144,0.12042,0.01224,0.00589
0.79793,0.18003,0.01324,0.00881
0.00886,0.93600,0.00935,0.04579
0.95854,0.02721,0.01292,0.00133
0.78725,0.18899,0.01452,0.00925
0.96797,0.01991,0.01114,0.00097
0.88191,0.06919,0.04551,0.00339
0.00242,0.93851,0.01315,0.04592
0.01329,0.92260,0.01897,0.04514
0.95853,0.02722,0.01292,0.00133
0.88402,0.06848,0.04416,0.00335
0.43295,0.37941,0.16908,0.01856
0.82604,0.11421,0.05416,0.00559
0.19882,0.75429,0.00999,0.03690
0.95854,0.02721,0.01292,0.00133
0.97513,0.01456,0.00959,0.00071
0.95853,0.02722,0.01292,0.00133
0.33342,0.59799,0.03934,0.02926
0.51862,0.31123,0.15491,0.01523
0.95855,0.02721,0.01292,0.00133
0.95862,0.02714,0.01291,0.00133
0.62831,0.33648,0.01875,0.01646
0.87592,0.09250,0.02706,0.00453
0.95795,0.02761,0.01310,0.00135
0.82738,0.11371,0.05335,0.00556
0.96975,0.01794,0.01143,0.00088
0.85977,0.12263,0.01160,0.00600
0.96799,0.01990,0.01114,0.00097
0.18157,0.71832,0.06497,0.03514
0.83739,0.14087,0.01485,0.00689
0.93488,0.04295,0.02007,0.00210
0.07870,0.85881,0.02048,0.04202
0.94101,0.04070,0.01629,0.00199
0.00797,0.94390,0.00195,0.04618
0.91607,0.07143,0.00901,0.00349
0.95568,0.02909,0.01381,0.00142
0.16632,0.55980,0.24649,0.02739
0.82860,0.13262,0.03230,0.00649
0.09422,0.86156,0.00207,0.04215
0.97514,0.01456,0.00959,0.00071
0.09350,0.82354,0.04267,0.04029
0.96780,0.02007,0.01114,0.00098
0.25690,0.70561,0.00297,0.03452
0.52331,0.41905,0.03714,0.02050
0.21444,0.68423,0.06785,0.03347
0.95855,0.02721,0.01292,0.00133
0.97479,0.01488,0.00960,0.00073
0.95775,0.02796,0.01291,0.00137
0.45729,0.36740,0.15733,0.01797
0.23521,0.72512,0.00419,0.03548
0.90678,0.08001,0.00930,0.00391
0.60051,0.23595,0.15199,0.01154
0.48914,0.47943,0.00797,0.02346
0.75361,0.17124,0.06677,0.00838
0.04450,0.85616,0.05746,0.04189
0.96756,0.02030,0.01115,0.00099
0.95855,0.02721,0.01292,0.00133
0.88210,0.06908,0.04544,0.00338
0.59115,0.36895,0.02185,0.01805
0.95853,0.02722,0.01292,0.00133
0.96016,0.02616,0.01240,0.00128
0.58028,0.36472,0.03715,0.01784
0.95854,0.02721,0.01292,0.00133
0.53991,0.34599,0.09717,0.01693
0.83796,0.12158,0.03452,0.00595
0.55750,0.41469,0.00752,0.02029
0.95853,0.02722,0.01292,0.00133
0.06279,0.88981,0.00387,0.04353
0.18251,0.72293,0.05919,0.03537
0.95854,0.02721,0.01292,0.00133
0.95780,0.02778,0.01306,0.00136
0.82517,0.11486,0.05435,0.00562
0.49004,0.33779,0.15565,0.01653
0.97444,0.01508,0.00974,0.00074
0.95854,0.02722,0.01292,0.00133
0.97451,0.01502,0.00973,0.00073
0.82227,0.11677,0.05525,0.00571
0.88481,0.06755,0.04433,0.00330
0.11136,0.58914,0.27068,0.02882
0.97469,0.01484,0.00975,0.00073
0.69720,0.28213,0.00686,0.01380
0.47367,0.34842,0.16086,0.01705
0.96796,0.01992,0.01114,0.00097
0.83812,0.12143,0.03450,0.00594
0.31265,0.51547,0.14666,0.02522
0.96668,0.02091,0.01138,0.00102
0.94553,0.03751,0.01512,0.00184
0.96742,0.02027,0.01132,0.00099
0.24661,0.70497,0.01394,0.03449
0.06398,0.88295,0.00987,0.04320
0.11465,0.78086,0.06628,0.03820
0.95855,0.02721,0.01292,0.00133
0.68899,0.29013,0.00669,0.01419
0.60149,0.35657,0.02450,0.01744
0.75747,0.16941,0.06484,0.00829
0.88455,0.09985,0.01072,0.00488
0.94582,0.03568,0.01675,0.00175
0.95771,0.02801,0.01291,0.00137
0.49776,0.37938,0.10429,0.01856
0.95851,0.02723,0.01292,0.00133
0.97477,0.01478,0.00973,0.00072
0.85911,0.12328,0.01159,0.00603
0.95854,0.02721,0.01292,0.00133
0.23901,0.66852,0.05977,0.03271
0.01479,0.93591,0.00351,0.04579
0.91430,0.07313,0.00900,0.00358
0.39375,0.55203,0.02721,0.02701
0.03540,0.69754,0.23293,0.03413
0.90240,0.08417,0.00930,0.00412
0.82262,0.15689,0.01282,0.00768
0.83809,0.12147,0.03450,0.00594
0.91698,0.06034,0.01973,0.00295
0.14869,0.79881,0.01342,0.03908
0.96796,0.01992,0.01114,0.00097
0.20076,0.75387,0.00849,0.03688
0.03504,0.91301,0.00728,0.04467
0.86932,0.09063,0.03561,0.00443
0.82553,0.11454,0.05432,0.00560
0.95854,0.02721,0.01292,0.00133
0.79260,0.18471,0.01365,0.00904
0.93119,0.04945,0.01694,0.00242
0.96719,0.02051,0.01130,0.00100
0.26944,0.62211,0.07801,0.03044
0.53564,0.29013,0.16004,0.01419
0.28284,0.63965,0.04622,0.03129
0.82161,0.11720,0.05546,0.00573
0.57919,0.25291,0.15553,0.01237
0.03515,0.85150,0.07169,0.04166
0.97469,0.01484,0.00975,0.00073
0.19404,0.76562,0.00289,0.03746
0.85765,0.12468,0.01157,0.00610
0.26568,0.62662,0.07704,0.03066
0.00574,0.94739,0.00053,0.04635
0.95854,0.02721,0.01292,0.00133
0.93472,0.04655,0.01645,0.00228
0.53005,0.41403,0.03566,0.02026
0.10163,0.85102,0.00571,0.04163
0.53665,0.43448,0.00761,0.02126
0.92761,0.05245,0.01737,0.00257
0.85763,0.12471,0.01156,0.00610
0.95780,0.02778,0.01306,0.00136
0.96799,0.01990,0.01114,0.00097
0.83700,0.11591,0.04142,0.00567
0.85966,0.12274,0.01159,0.00600
0.21308,0.71400,0.03799,0.03493
0.96797,0.01991,0.01114,0.00097
0.80976,0.16844,0.01356,0.00824
0.85713,0.12519,0.01155,0.00612
0.97514,0.01456,0.00959,0.00071
0.95110,0.03216,0.01517,0.00157
0.95854,0.02721,0.01292,0.00133
0.95854,0.02721,0.01292,0.00133
0.95283,0.03271,0.01286,0.00160
0.53906,0.40406,0.03712,0.01977
0.16630,0.75933,0.03722,0.03715
0.81953,0.11887,0.05579,0.00582
0.95851,0.02724,0.01292,0.00133
0.23944,0.71846,0.00695,0.03515
0.06316,0.87581,0.01818,0.04285
0.94626,0.03700,0.01492,0.00181
0.58726,0.35715,0.03812,0.01747
0.96767,0.02020,0.01114,0.00099
0.95855,0.02721,0.01292,0.00133
0.95855,0.02721,0.01292,0.00133
0.53478,0.40771,0.03756,0.01995
0.80879,0.12749,0.05748,0.00624
0.82049,0.11795,0.05579,0.00577
0.20160,0.69773,0.06653,0.03414
0.95260,0.03125,0.01462,0.00153
0.54826,0.42343,0.00759,0.02072
0.82521,0.11484,0.05433,0.00562
0.41865,0.51853,0.03745,0.02537
0.94624,0.03702,0.01493,0.00181
0.18822,0.76117,0.01338,0.03724
0.91420,0.07309,0.00913,0.00358
0.00546,0.94542,0.00286,0.04625
0.96756,0.02030,0.01115,0.00099
0.95853,0.02722,0.01292,0.00133
0.96797,0.01992,0.01114,0.00097
0.91074,0.06663,0.01937,0.00326
0.97478,0.01477,0.00973,0.00072
0.70199,0.24859,0.03725,0.01216
0.26812,0.65616,0.04362,0.03210
0.85832,0.12404,0.01157,0.00607
0.52780,0.41443,0.03749,0.02028
0.80679,0.12811,0.05884,0.00627
0.85844,0.12392,0.01158,0.00606
0.88930,0.09570,0.01032,0.00468
0.96743,0.02026,0.01131,0.00099
0.17781,0.77579,0.00844,0.03795
0.85709,0.12522,0.01156,0.00613
0.95855,0.02721,0.01292,0.00133
0.95362,0.03045,0.01444,0.00149
0.82258,0.11642,0.05530,0.00570
0.28199,0.68173,0.00293,0.03335
0.18183,0.71857,0.06445,0.03515
0.63289,0.34267,0.00767,0.01676
0.21499,0.73467,0.01440,0.03594
0.54299,0.39998,0.03746,0.01957
0.95853,0.02722,0.01292,0.00133
0.49082,0.33722,0.15546,0.01650
0.25187,0.64954,0.06681,0.03178
0.52433,0.41794,0.03728,0.02045
0.95854,0.02721,0.01292,0.00133
0.95850,0.02724,0.01292,0.00133
0.93592,0.04464,0.01726,0.00218
0.22733,0.66890,0.07105,0.03272
0.52500,0.41527,0.03940,0.02032
0.84833,0.13313,0.01203,0.00651
0.66895,0.30905,0.00688,0.01512
0.21999,0.70765,0.03775,0.03462
0.95855,0.02721,0.01292,0.00133
0.38331,0.55195,0.03773,0.02700
0.82287,0.11896,0.05235,0.00582
0.80874,0.12753,0.05749,0.00624
0.95853,0.02722,0.01292,0.00133
0.18345,0.71903,0.06235,0.03518
0.60108,0.35647,0.02500,0.01744
0.83822,0.12134,0.03450,0.00594
0.00309,0.94935,0.00112,0.04645
0.75879,0.14394,0.09023,0.00704
0.96811,0.02005,0.01085,0.00098
0.05709,0.89574,0.00335,0.04382
0.83062,0.13453,0.02827,0.00658
0.04333,0.89350,0.01946,0.04371
0.90857,0.07813,0.00948,0.00382
0.88059,0.06997,0.04602,0.00342
0.95855,0.02721,0.01292,0.00133
0.95853,0.02722,0.01292,0.00133
0.83762,0.14391,0.01144,0.00704
0.84886,0.11387,0.03170,0.00557
0.94604,0.03719,0.01495,0.00182
0.03495,0.88050,0.04147,0.04308
0.95640,0.02924,0.01293,0.00143
0.95250,0.03300,0.01289,0.00161
0.94440,0.03833,0.01540,0.00188
0.95626,0.02923,0.01308,0.00143
0.09935,0.82103,0.03945,0.04017
0.51276,0.45651,0.00840,0.02233
0.38584,0.44181,0.15074,0.02161
0.88709,0.06665,0.04299,0.00326
0.86708,0.07874,0.05033,0.00385
0.96797,0.01991,0.01114,0.00097
0.44703,0.41475,0.11793,0.02029
0.17019,0.75692,0.03586,0.03703
0.97479,0.01488,0.00960,0.00073
0.10276,0.83549,0.02087,0.04088
0.20168,0.69408,0.07029,0.03396
0.95862,0.02714,0.01291,0.00133
0.86433,0.08056,0.05117,0.00394
0.84167,0.12261,0.02972,0.00600
0.04923,0.90476,0.00175,0.04426
0.00025,0.95239,0.00077,0.04659
0.94587,0.03738,0.01492,0.00183
0.00652,0.93433,0.01345,0.04571
0.92856,0.05153,0.01739,0.00252
0.67269,0.27939,0.03425,0.01367
0.14534,0.64652,0.17651,0.03163
0.14303,0.79451,0.02358,0.03887
0.95848,0.02727,0.01292,0.00133
0.96773,0.02007,0.01122,0.00098
0.51247,0.35898,0.11099,0.01756
0.95853,0.02722,0.01292,0.00133
0.97469,0.01484,0.00974,0.00073
0.83218,0.12672,0.03490,0.00620
0.97513,0.01456,0.00959,0.00071
0.94678,0.03651,0.01493,0.00179
0.62691,0.34880,0.00723,0.01706
0.83962,0.10173,0.05367,0.00498
0.54770,0.39819,0.03463,0.01948
0.94103,0.04159,0.01535,0.00203
0.95855,0.02720,0.01292,0.00133
0.92706,0.05282,0.01754,0.00258
0.73545,0.18800,0.06735,0.00920
0.95193,0.03161,0.01491,0.00155
0.95862,0.02715,0.01291,0.00133
0.97448,0.01514,0.00964,0.00074
0.96765,0.02023,0.01114,0.00099
0.95855,0.02721,0.01292,0.00133
0.45987,0.49042,0.02572,0.02399
0.97464,0.01495,0.00968,0.00073
0.97476,0.01478,0.00973,0.00072
0.04253,0.89689,0.01670,0.04388
0.95771,0.02785,0.01308,0.00136
0.90030,0.08647,0.00899,0.00423
0.97463,0.01496,0.00968,0.00073
0.44793,0.36624,0.16791,0.01792
0.79617,0.17944,0.01561,0.00878
0.17436,0.72570,0.06444,0.03550
0.95854,0.02721,0.01292,0.00133
0.85634,0.08820,0.05115,0.00431
0.95794,0.02761,0.01310,0.00135
0.85505,0.09052,0.05000,0.00443
